"NR_ZDARZENIA";"KATEGORIA";"DATA_UTWORZENIA";"DZIELNICA";"ULICA"
316783,00;"Postój/zatrzymanie";"2013-01-02 17:11:22";"BIAŁOŁĘKA";"CERAMICZNA"
316786,00;"Zdrowie";"2013-01-02 17:13:20";"ŻOLIBORZ";"KS. JERZEGO  POPIEŁUSZKI"
316788,00;"Handel";"2013-01-02 17:14:56";"ŚRÓDMIEŚCIE";"PL. ZAMKOWY"
316789,00;"Zdrowie";"2013-01-02 17:16:50";"PRAGA PÓŁNOC";"WRZESIŃSKA"
316790,00;"Zdrowie";"2013-01-02 17:17:49";"PRAGA PÓŁNOC";"FLORIAŃSKA"
316791,00;"Zdrowie";"2013-01-02 17:18:32";"URSYNÓW";"DERENIOWA"
316794,00;"Postój/zatrzymanie";"2013-01-02 17:21:32";"PRAGA POŁUDNIE";"EUGENIUSZA  KWIATKOWSKIEGO"
316797,00;"Postój/zatrzymanie";"2013-01-02 17:23:40";"ŚRÓDMIEŚCIE";"WIDOK"
316798,00;"Komunalne";"2013-01-02 17:23:54";"PRAGA POŁUDNIE";"GROCHOWSKA"
316800,00;"Zdrowie";"2013-01-02 17:25:07";"WOLA";"JANA OLBRACHTA"
316801,00;"Zwierzęta";"2013-01-02 17:26:36";"PRAGA POŁUDNIE";"MAJDAŃSKA"
316802,00;"Awarie";"2013-01-02 17:28:35";"PRAGA POŁUDNIE";"IGAŃSKA"
316803,00;"Postój/zatrzymanie";"2013-01-02 17:31:11";"ŚRÓDMIEŚCIE";"PIĘKNA"
316805,00;"Holowanie";"2013-01-02 17:32:49";"PRAGA POŁUDNIE";"OSOWSKA"
316805,00;"Postój/zatrzymanie";"2013-01-02 17:32:49";"PRAGA POŁUDNIE";"OSOWSKA"
316806,00;"Zdrowie";"2013-01-02 17:36:17";"OCHOTA";"GRÓJECKA"
316807,00;"Komunikacja";"2013-01-02 17:37:13";"ŻOLIBORZ";"JULIUSZA  SŁOWACKIEGO"
316808,00;"Zdrowie";"2013-01-02 17:37:51";"ŚRÓDMIEŚCIE";"ZŁOTA"
316812,00;"Holowanie";"2013-01-02 17:39:01";"ŚRÓDMIEŚCIE";"DZIKA"
316812,00;"Postój/zatrzymanie";"2013-01-02 17:39:01";"ŚRÓDMIEŚCIE";"DZIKA"
316815,00;"Zwierzęta";"2013-01-02 17:40:20";"WILANÓW";"HOSERÓW"
316816,00;"Postój/zatrzymanie";"2013-01-02 17:41:14";"MOKOTÓW";"PUŁAWSKA"
316817,00;"Postój/zatrzymanie";"2013-01-02 17:41:35";"ŚRÓDMIEŚCIE";"AL. SOLIDARNOŚCI"
316819,00;"Zdrowie";"2013-01-02 17:42:36";"TARGÓWEK";"ŁABISZYŃSKA"
316822,00;"Komunikacja";"2013-01-02 17:45:35";"ŚRÓDMIEŚCIE";"AL. JANA PAWŁA II"
316824,00;"Czyny przestępcze";"2013-01-02 17:47:24";"PRAGA PÓŁNOC";"TARGOWA"
316825,00;"Zakłócanie";"2013-01-02 17:47:45";"PRAGA PÓŁNOC";"KIJOWSKA"
316829,00;"Postój/zatrzymanie";"2013-01-02 17:51:21";"OCHOTA";"ARCHIWALNA"
316830,00;"Holowanie";"2013-01-02 17:53:27";"PRAGA PÓŁNOC";"JAGIELLOŃSKA"
316830,00;"Postój/zatrzymanie";"2013-01-02 17:53:27";"PRAGA PÓŁNOC";"JAGIELLOŃSKA"
316833,00;"Postój/zatrzymanie";"2013-01-02 17:56:39";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
316836,00;"Zdrowie";"2013-01-02 18:00:04";"OCHOTA";"STEFANA  BANACHA"
316838,00;"Postój/zatrzymanie";"2013-01-02 18:04:12";"WOLA";"GÓRCZEWSKA"
316840,00;"Komunalne";"2013-01-02 18:06:10";"PRAGA POŁUDNIE";"GROCHOWSKA"
316841,00;"Postój/zatrzymanie";"2013-01-02 18:07:13";"WAWER";"BURSZTYNOWA"
316844,00;"Holowanie";"2013-01-02 18:10:32";"ŚRÓDMIEŚCIE";"PL. GRZYBOWSKI"
316844,00;"Postój/zatrzymanie";"2013-01-02 18:10:32";"ŚRÓDMIEŚCIE";"PL. GRZYBOWSKI"
316848,00;"Holowanie";"2013-01-02 18:13:13";"ŚRÓDMIEŚCIE";"PODWALE"
316848,00;"Postój/zatrzymanie";"2013-01-02 18:13:13";"ŚRÓDMIEŚCIE";"PODWALE"
316850,00;"Holowanie";"2013-01-02 18:18:06";"WOLA";"WRONIA"
316850,00;"Postój/zatrzymanie";"2013-01-02 18:18:06";"WOLA";"WRONIA"
316858,00;"Zdrowie";"2013-01-02 18:27:44";"ŚRÓDMIEŚCIE";"WIEJSKA"
316861,00;"Postój/zatrzymanie";"2013-01-02 18:42:56";"REMBERTÓW";"IGNACEGO  PADEREWSKIEGO"
316867,00;"Postój/zatrzymanie";"2013-01-02 18:51:06";"BIAŁOŁĘKA";"GŁĘBOCKA"
316870,00;"Zdrowie";"2013-01-02 18:53:10";"OCHOTA";"STEFANA BATOREGO"
316871,00;"Awarie";"2013-01-02 18:53:40";"WOLA";"JANA  BROŻKA"
316874,00;"Postój/zatrzymanie";"2013-01-02 18:59:47";"WILANÓW";"KSIĘDZA PRYMASA AUGUSTA HLONDA"
316876,00;"Postój/zatrzymanie";"2013-01-02 19:03:00";"PRAGA PÓŁNOC";"JÓZEFA  SZANAJCY"
316877,00;"Holowanie";"2013-01-02 19:03:14";"ŚRÓDMIEŚCIE";"LUDNA"
316877,00;"Postój/zatrzymanie";"2013-01-02 19:03:14";"ŚRÓDMIEŚCIE";"LUDNA"
316878,00;"Handel";"2013-01-02 19:04:14";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
316879,00;"Zdrowie";"2013-01-02 19:06:38";"WŁOCHY";"ZBOCZE"
316883,00;"Komunalne";"2013-01-02 19:13:47";"OCHOTA";"STEFANA BATOREGO"
316888,00;"Postój/zatrzymanie";"2013-01-02 19:23:18";"ŚRÓDMIEŚCIE";"GEN. WŁADYSŁAWA ANDERSA"
316889,00;"Zdrowie";"2013-01-02 19:25:48";"URSYNÓW";"PUŁAWSKA"
316890,00;"Postój/zatrzymanie";"2013-01-02 19:26:51";"ŚRÓDMIEŚCIE";"PODWALE"
316891,00;"Postój/zatrzymanie";"2013-01-02 19:27:45";"PRAGA POŁUDNIE";"CZECHOWICKA"
316895,00;"Awarie";"2013-01-02 19:29:57";"PRAGA POŁUDNIE";"OSOWSKA"
316896,00;"Zdrowie";"2013-01-02 19:30:14";"PRAGA POŁUDNIE";"GROCHOWSKA"
316900,00;"Awarie";"2013-01-02 19:31:47";"BIAŁOŁĘKA";"MŁAWSKA"
316904,00;"Komunalne";"2013-01-02 19:33:32";"WESOŁA";"SARENKI  (W)"
316905,00;"Zdrowie";"2013-01-02 19:33:57";"URSYNÓW";"EDWARDA  WARCHAŁOWSKIEGO"
316906,00;"Postój/zatrzymanie";"2013-01-02 19:37:18";"TARGÓWEK";"WYBORNA"
316907,00;"Zdrowie";"2013-01-02 19:37:50";"ŚRÓDMIEŚCIE";"NOWINIARSKA"
316913,00;"Postój/zatrzymanie";"2013-01-02 19:47:39";"ŚRÓDMIEŚCIE";"FRETA"
316917,00;"Postój/zatrzymanie";"2013-01-02 19:52:03";"ŚRÓDMIEŚCIE";"NOWOLIPKI"
316920,00;"Postój/zatrzymanie";"2013-01-02 19:56:22";"ŚRÓDMIEŚCIE";"RYNEK STAREGO MIASTA"
316925,00;"Zdrowie";"2013-01-02 20:02:20";"OCHOTA";"OPACZEWSKA"
316926,00;"Postój/zatrzymanie";"2013-01-02 20:02:57";"ŻOLIBORZ";"GEN. JÓZEFA ZAJĄCZKA"
316932,00;"Zdrowie";"2013-01-02 20:07:45";"WŁOCHY";"1 SIERPNIA"
316934,00;"Zdrowie";"2013-01-02 20:13:36";"ŚRÓDMIEŚCIE";"AL. SOLIDARNOŚCI"
316937,00;"Zdrowie";"2013-01-02 20:17:05";"ŻOLIBORZ";"KS. JERZEGO  POPIEŁUSZKI"
316938,00;"Zdrowie";"2013-01-02 20:17:16";"BIAŁOŁĘKA";"MYŚLIBORSKA"
316942,00;"Zwierzęta";"2013-01-02 20:20:32";"PRAGA POŁUDNIE";"KINOWA"
316943,00;"Awarie";"2013-01-02 20:24:36";"WAWER";"STYLOWA"
316949,00;"Postój/zatrzymanie";"2013-01-02 20:28:28";"BEMOWO";"SYNÓW PUŁKU"
316950,00;"Zdrowie";"2013-01-02 20:28:31";"WAWER";"ZORZY"
316953,00;"Zdrowie";"2013-01-02 20:30:31";"PRAGA POŁUDNIE";"GROCHOWSKA"
316954,00;"Zdrowie";"2013-01-02 20:31:30";"OCHOTA";"KAROLA  DICKENSA"
316956,00;"Postój/zatrzymanie";"2013-01-02 20:37:19";"ŚRÓDMIEŚCIE";"RYNEK NOWEGO MIASTA"
316959,00;"Zdrowie";"2013-01-02 20:40:03";"ŚRÓDMIEŚCIE";"WARECKA"
316964,00;"Zdrowie";"2013-01-02 20:44:46";"ŚRÓDMIEŚCIE";"RYNEK STAREGO MIASTA"
316966,00;"Dewastacja";"2013-01-02 20:47:48";"ŚRÓDMIEŚCIE";"MYŚLIWIECKA"
316967,00;"Postój/zatrzymanie";"2013-01-02 20:49:04";"PRAGA POŁUDNIE";"SAMOLOTOWA"
316977,00;"Zdrowie";"2013-01-02 20:59:50";"REMBERTÓW";"LISTONOSZY"
316978,00;"Komunalne";"2013-01-02 21:02:53";"URSUS";"WALEREGO  SŁAWKA"
316979,00;"Postój/zatrzymanie";"2013-01-02 21:04:12";"TARGÓWEK";"SUWALSKA"
316983,00;"Handel";"2013-01-02 21:08:39";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
316984,00;"Zdrowie";"2013-01-02 21:09:36";"MOKOTÓW";"ZYGMUNTA  MODZELEWSKIEGO"
316988,00;"Postój/zatrzymanie";"2013-01-02 21:16:23";"PRAGA PÓŁNOC";"PL. GEN. JÓZEFA HALLERA"
316991,00;"Zdrowie";"2013-01-02 21:24:25";"ŚRÓDMIEŚCIE";"PL. DEFILAD"
316993,00;"Postój/zatrzymanie";"2013-01-02 21:27:18";"ŻOLIBORZ";"ADAMA  MICKIEWICZA"
316998,00;"Zdrowie";"2013-01-02 21:33:56";"WOLA";"GÓRCZEWSKA"
317000,00;"Zdrowie";"2013-01-02 21:36:13";"URSYNÓW";"AL. KOMISJI EDUKACJI NARODOWEJ"
317001,00;"Postój/zatrzymanie";"2013-01-02 21:36:27";"WAWER";"STOCZNIOWCÓW"
317003,00;"Zdrowie";"2013-01-02 21:39:21";"ŚRÓDMIEŚCIE";"TAMKA"
317005,00;"Zakłócanie";"2013-01-02 21:52:01";"PRAGA POŁUDNIE";"ZAMIENIECKA"
317009,00;"Zdrowie";"2013-01-02 22:01:26";"ŚRÓDMIEŚCIE";"PL. DEFILAD"
317010,00;"Postój/zatrzymanie";"2013-01-02 22:01:53";"WOLA";"GÓRCZEWSKA"
317011,00;"Zdrowie";"2013-01-02 22:03:07";"ŚRÓDMIEŚCIE";"ALEJE JEROZOLIMSKIE"
317017,00;"Zdrowie";"2013-01-02 22:18:38";"PRAGA POŁUDNIE";"GEN. TADEUSZA BORA-KOMOROWSKIEGO"
317019,00;"Postój/zatrzymanie";"2013-01-02 22:20:28";"WOLA";"LUDWIKI"
317020,00;"Zdrowie";"2013-01-02 22:25:20";"ŚRÓDMIEŚCIE";"ALEJE JEROZOLIMSKIE"
317022,00;"Zdrowie";"2013-01-02 22:29:35";"OCHOTA";"ALEJE JEROZOLIMSKIE"
317024,00;"Zdrowie";"2013-01-02 22:32:27";"ŚRÓDMIEŚCIE";"SMOLNA"
317026,00;"Zdrowie";"2013-01-02 22:33:51";"TARGÓWEK";"CHODECKA"
317027,00;"Zdrowie";"2013-01-02 22:34:17";"ŚRÓDMIEŚCIE";"ALEJE JEROZOLIMSKIE"
317029,00;"Zdrowie";"2013-01-02 22:37:20";"BIELANY";"KWITNĄCA"
317030,00;"Zdrowie";"2013-01-02 22:37:52";"WŁOCHY";"AL. KRAKOWSKA"
317031,00;"Zdrowie";"2013-01-02 22:39:48";"URSUS";"GEN. KAZIMIERZA SOSNKOWSKIEGO"
317035,00;"Zdrowie";"2013-01-02 22:54:54";"MOKOTÓW";"ZYGMUNTA  MODZELEWSKIEGO"
317036,00;"Zdrowie";"2013-01-02 22:54:59";"MOKOTÓW";"ANTONIEGO EDWARDA  ODYŃCA"
317039,00;"Zdrowie";"2013-01-02 23:03:44";"ŚRÓDMIEŚCIE";"STEFANA BATOREGO"
317040,00;"Awarie";"2013-01-02 23:04:10";"ŚRÓDMIEŚCIE";"HOŻA"
317042,00;"Zdrowie";"2013-01-02 23:05:52";"ŚRÓDMIEŚCIE";"WSPÓLNA"
317045,00;"Zakłócanie";"2013-01-02 23:06:48";"ŚRÓDMIEŚCIE";"STEFANA BATOREGO"
317046,00;"Zdrowie";"2013-01-02 23:09:09";"ŚRÓDMIEŚCIE";"NOWOWIEJSKA"
317047,00;"Zdrowie";"2013-01-02 23:09:30";"ŚRÓDMIEŚCIE";"WARECKA"
317052,00;"Zdrowie";"2013-01-02 23:13:46";"WAWER";"AL. DZIECI POLSKICH"
317053,00;"Spożywanie alkoholu";"2013-01-02 23:14:01";"BEMOWO";"BABOROWSKA"
317053,00;"Zdrowie";"2013-01-02 23:14:01";"BEMOWO";"BABOROWSKA"
317054,00;"Zdrowie";"2013-01-02 23:20:12";"PRAGA POŁUDNIE";"AL. JERZEGO  WASZYNGTONA"
317055,00;"Zdrowie";"2013-01-02 23:23:01";"OCHOTA";"WAWELSKA"
317058,00;"Zdrowie";"2013-01-02 23:27:32";"PRAGA PÓŁNOC";"ZĄBKOWSKA"
317061,00;"Zdrowie";"2013-01-02 23:32:26";"BEMOWO";"POWSTAŃCÓW ŚLĄSKICH"
317062,00;"Zdrowie";"2013-01-02 23:32:28";"URSYNÓW";"WAWRZYŃCA  SUROWIECKIEGO"
317063,00;"Komunalne";"2013-01-02 23:36:23";"ŚRÓDMIEŚCIE";"WSPÓLNA"
317066,00;"Cisza nocna";"2013-01-02 23:52:56";"PRAGA POŁUDNIE";"MIĘDZYBORSKA"
317067,00;"Komunalne";"2013-01-02 23:54:39";"PRAGA PÓŁNOC";"KIJOWSKA"
317068,00;"Zdrowie";"2013-01-02 23:55:20";"PRAGA POŁUDNIE";"KINOWA"
317069,00;"Zdrowie";"2013-01-03 00:11:12";"BEMOWO";"GÓRCZEWSKA"
317070,00;"Zdrowie";"2013-01-03 00:15:12";"URSUS";"SOSNKOWSKIEGO KAZIMIERZA, GEN."
317072,00;"Zdrowie";"2013-01-03 00:18:23";"ŻOLIBORZ";"TUCHOLSKA"
317073,00;"Zdrowie";"2013-01-03 00:22:35";"PRAGA POŁUDNIE";"PŁOWIECKA"
317075,00;"Zdrowie";"2013-01-03 00:38:20";"PRAGA PÓŁNOC";"JAGIELLOŃSKA"
317076,00;"Komunalne";"2013-01-03 00:39:18";"PRAGA POŁUDNIE";"OLSZYNKI GROCHOWSKIEJ"
317077,00;"Zdrowie";"2013-01-03 00:45:39";"PRAGA POŁUDNIE";"GROCHOWSKA"
317078,00;"Nieletni";"2013-01-03 00:48:21";"MOKOTÓW";"ŚW. BONIFACEGO"
317080,00;"Zakłócanie";"2013-01-03 01:09:24";"ŚRÓDMIEŚCIE";"WSPÓLNA"
317081,00;"Postój/zatrzymanie";"2013-01-03 01:16:49";"WOLA";"AL. JANA PAWŁA II"
317083,00;"Zdrowie";"2013-01-03 01:18:39";"PRAGA POŁUDNIE";"AL. JERZEGO  WASZYNGTONA"
317085,00;"Zdrowie";"2013-01-03 01:39:01";"WOLA";"MARCINA  KASPRZAKA"
317086,00;"Zdrowie";"2013-01-03 01:45:03";"PRAGA POŁUDNIE";"GROCHOWSKA"
317089,00;"Zdrowie";"2013-01-03 02:08:49";"ŚRÓDMIEŚCIE";"ALEJE JEROZOLIMSKIE"
317092,00;"Zdrowie";"2013-01-03 03:09:19";"WAWER";"ANTENOWA"
317093,00;"Zdrowie";"2013-01-03 03:22:50";"PRAGA PÓŁNOC";"KIJOWSKA"
317099,00;"Zdrowie";"2013-01-03 05:30:58";"WŁOCHY";"ŻWIRKI I WIGURY"
317100,00;"Zdrowie";"2013-01-03 05:43:50";"ŚRÓDMIEŚCIE";"KREDYTOWA"
317101,00;"Postój/zatrzymanie";"2013-01-03 05:56:47";"BIAŁOŁĘKA";"PASŁĘCKA"
317104,00;"Zdrowie";"2013-01-03 06:36:56";"TARGÓWEK";"KRASICZYŃSKA"
317105,00;"Awarie";"2013-01-03 06:45:03";"BIELANY";"JANA  KASPROWICZA"
317110,00;"Postój/zatrzymanie";"2013-01-03 07:34:28";"URSYNÓW";"BRACI WAGÓW"
317111,00;"Postój/zatrzymanie";"2013-01-03 07:36:39";"URSYNÓW";"STEFANA  SZOLC-ROGOZIŃSKIEGO"
317113,00;"Komunalne";"2013-01-03 07:46:32";"WOLA";"SŁODOWIECKA"
317119,00;"Postój/zatrzymanie";"2013-01-03 08:01:18";"OCHOTA";"GRÓJECKA"
317120,00;"Awarie";"2013-01-03 08:02:22";"MOKOTÓW";"TENISOWA"
317121,00;"Postój/zatrzymanie";"2013-01-03 08:04:00";"ŚRÓDMIEŚCIE";"AL. SOLIDARNOŚCI"
317123,00;"Komunalne";"2013-01-03 08:06:55";"ŚRÓDMIEŚCIE";"NOWOGRODZKA"
317125,00;"Komunikacja";"2013-01-03 08:08:34";"BIELANY";"JOSEPHA  CONRADA"
317126,00;"Komunalne";"2013-01-03 08:09:03";"BIELANY";"SZEGEDYŃSKA"
317129,00;"Postój/zatrzymanie";"2013-01-03 08:11:27";"WOLA";"MŁYNARSKA"
317132,00;"Postój/zatrzymanie";"2013-01-03 08:13:44";"BIELANY";"WOJCIECHA  BOGUSŁAWSKIEGO"
317135,00;"Holowanie";"2013-01-03 08:16:03";"MOKOTÓW";"KORCZYŃSKA"
317140,00;"Postój/zatrzymanie";"2013-01-03 08:21:38";"MOKOTÓW";"BOBROWIECKA"
317141,00;"Postój/zatrzymanie";"2013-01-03 08:21:50";"BIAŁOŁĘKA";"CHRISTA  BOTEWA"
317142,00;"Postój/zatrzymanie";"2013-01-03 08:22:11";"WAWER";"CZELADNICZA"
317143,00;"Zdrowie";"2013-01-03 08:22:56";"PRAGA POŁUDNIE";"SYLWESTRA  BARTOSIKA"
317145,00;"Komunalne";"2013-01-03 08:24:18";"BIELANY";"JOSEPHA  CONRADA"
317146,00;"Postój/zatrzymanie";"2013-01-03 08:24:44";"PRAGA POŁUDNIE";"SASKA"
317147,00;"Postój/zatrzymanie";"2013-01-03 08:25:56";"PRAGA PÓŁNOC";"WENANTEGO  BURDZIŃSKIEGO"
317156,00;"Awarie";"2013-01-03 08:32:37";"PRAGA POŁUDNIE";"GOCŁAWSKA"
317158,00;"Postój/zatrzymanie";"2013-01-03 08:33:59";"PRAGA POŁUDNIE";"SASKA"
317160,00;"Holowanie";"2013-01-03 08:34:56";"TARGÓWEK";"KRASNOBRODZKA"
317161,00;"Komunalne";"2013-01-03 08:36:30";"OCHOTA";"ARCHIWALNA"
317162,00;"Komunalne";"2013-01-03 08:36:52";"URSUS";"KOMPANII ""KORDIAN"""
317165,00;"Komunalne";"2013-01-03 08:39:07";"BIAŁOŁĘKA";"MYŚLIBORSKA"
317166,00;"Zdrowie";"2013-01-03 08:39:48";"MOKOTÓW";"OKRĘŻNA"
317168,00;"Zwierzęta";"2013-01-03 08:40:15";"BIELANY";"GWIAŹDZISTA"
317169,00;"Postój/zatrzymanie";"2013-01-03 08:42:02";"OCHOTA";"ALEJE JEROZOLIMSKIE"
317170,00;"Postój/zatrzymanie";"2013-01-03 08:42:59";"BIELANY";"WOJCIECHA  BOGUSŁAWSKIEGO"
317171,00;"Komunalne";"2013-01-03 08:43:07";"MOKOTÓW";"OBRZEŻNA"
317172,00;"Komunalne";"2013-01-03 08:43:50";"PRAGA POŁUDNIE";"STANISŁAWA  MIKOŁAJCZYKA"
317173,00;"Nieletni";"2013-01-03 08:44:41";"MOKOTÓW";"KRASNOŁĘCKA"
317173,00;"Zdrowie";"2013-01-03 08:44:41";"MOKOTÓW";"KRASNOŁĘCKA"
317175,00;"Postój/zatrzymanie";"2013-01-03 08:46:25";"WŁOCHY";"AL. KRAKOWSKA"
317176,00;"Zdrowie";"2013-01-03 08:46:48";"WOLA";"KAROLKOWA"
317180,00;"Komunalne";"2013-01-03 08:49:45";"ŚRÓDMIEŚCIE";"KARMELICKA"
317182,00;"Komunalne";"2013-01-03 08:52:32";"MOKOTÓW";"PRZY BERNARDYŃSKIEJ WODZIE"
317183,00;"Komunikacja";"2013-01-03 08:52:47";"WOLA";"MARCINA  KASPRZAKA"
317184,00;"Komunalne";"2013-01-03 08:53:08";"MOKOTÓW";"POWSIŃSKA"
317186,00;"Postój/zatrzymanie";"2013-01-03 08:53:24";"WŁOCHY";"1 SIERPNIA"
317187,00;"Komunalne";"2013-01-03 08:54:08";"REMBERTÓW";"CHEŁMŻYŃSKA"
317188,00;"Komunalne";"2013-01-03 08:54:23";"WAWER";"HAFCIARSKA"
317190,00;"Komunalne";"2013-01-03 08:55:39";"REMBERTÓW";"ZESŁAŃCÓW POLSKICH"
317191,00;"Komunalne";"2013-01-03 08:57:31";"REMBERTÓW";"IGNACEGO  PADEREWSKIEGO"
317192,00;"Postój/zatrzymanie";"2013-01-03 08:57:56";"WAWER";"AZALIOWA"
317194,00;"Zdrowie";"2013-01-03 08:58:43";"OCHOTA";"AL. NIEPODLEGŁOŚCI"
317196,00;"Komunalne";"2013-01-03 08:59:03";"REMBERTÓW";"CZERWONYCH BERETÓW"
317204,00;"Postój/zatrzymanie";"2013-01-03 09:00:47";"MOKOTÓW";"TAŚMOWA"
317205,00;"Postój/zatrzymanie";"2013-01-03 09:00:54";"WŁOCHY";"FRANCISZKA  HYNKA"
